nEmployees: 30
nSkills: 2
nProjects: 2
nDays: 90
nActivities: 39
nEquipmentTypes: 5
nStints: 14
nMaxModes: 3
nStintCliques: 6

EmployeeInStintCost: [
38266 38266 38266 38266 38266 33610 13750 30076 30076 30076 30076 30076 29494 13156 
46948 46948 46948 46948 46948 42052 21772 38548 38548 38548 38548 38548 37936 21178 
44896 44896 44896 44896 44896 39712 18928 36244 36244 36244 36244 36244 35596 18334 
17334 17334 17334 17334 17334 12198 3210 12840 12840 12840 12840 12840 12198 3210 
40746 40746 40746 40746 40746 35322 14118 31884 31884 31884 31884 31884 31206 13524 
44302 44302 44302 44302 44302 39742 20050 36196 36196 36196 36196 36196 35626 19456 
42650 42650 42650 42650 42650 37226 16022 33788 33788 33788 33788 33788 33110 15428 
42940 42940 42940 42940 42940 37852 17236 34372 34372 34372 34372 34372 33736 16642 
15714 15714 15714 15714 15714 11058 2910 11640 11640 11640 11640 11640 11058 2910 
38090 38090 38090 38090 38090 33434 13574 29900 29900 29900 29900 29900 29318 12980 
45326 45326 45326 45326 45326 40574 20546 37052 37052 37052 37052 37052 36458 19952 
41838 41838 41838 41838 41838 37086 17058 33564 33564 33564 33564 33564 32970 16464 
44990 44990 44990 44990 44990 39662 18626 36212 36212 36212 36212 36212 35546 18032 
41482 41482 41482 41482 41482 36826 16966 33292 33292 33292 33292 33292 32710 16372 
41320 41320 41320 41320 41320 36712 16936 33172 33172 33172 33172 33172 32596 16342 
38640 38640 38640 38640 38640 33840 13728 30324 30324 30324 30324 30324 29724 13134 
41578 41578 41578 41578 41578 36538 16006 33052 33052 33052 33052 33052 32422 15412 
38590 38590 38590 38590 38590 33838 13810 30316 30316 30316 30316 30316 29722 13216 
49124 49124 49124 49124 49124 43844 22892 40388 40388 40388 40388 40388 39728 22298 
49448 49448 49448 49448 49448 44072 22952 40628 40628 40628 40628 40628 39956 22358 
46948 46948 46948 46948 46948 42052 21772 38548 38548 38548 38548 38548 37936 21178 
45488 45488 45488 45488 45488 40688 20576 37172 37172 37172 37172 37172 36572 19982 
17496 17496 17496 17496 17496 12312 3240 12960 12960 12960 12960 12960 12312 3240 
45814 45814 45814 45814 45814 41254 21562 37708 37708 37708 37708 37708 37138 20968 
16524 16524 16524 16524 16524 11628 3060 12240 12240 12240 12240 12240 11628 3060 
44430 44430 44430 44430 44430 38910 17538 35484 35484 35484 35484 35484 34794 16944 
47504 47504 47504 47504 47504 42704 22592 39188 39188 39188 39188 39188 38588 21998 
46948 46948 46948 46948 46948 42052 21772 38548 38548 38548 38548 38548 37936 21178 
19342 19342 19342 19342 19342 14014 4690 14680 14680 14680 14680 14680 14014 4690 
43426 43426 43426 43426 43426 38194 17326 34732 34732 34732 34732 34732 34078 16732 
]

ExternalWorkerWithSkillOnStintCost: [
40236 36204 36120 40488 48552 49728 16272 37440 33912 40248 42048 32904 41616 15156 
46620 40488 43848 46704 45276 44436 15336 34488 41544 33624 32688 31896 29808 21096 
]

OverlappingStints: [
[ 2 8 9 ]
[ 3 8 9 10 ]
[ 4 9 10 11 ]
[ 5 10 11 12 ]
[ 6 11 12 13 ]
[ 7 12 13 14 ]
[ 13 14 ]
[ 9 ]
[ 10 ]
[ 11 ]
[ 12 ]
[ 13 ]
[ 14 ]
[ ]
]

EmployeesWithSkill: [
[ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ]
[ 5 10 13 14 15 21 25 26 ]
]

SkillDemandInActivityWithMode: [
0	0	0	
2	4	2	
3	6	2	
9	15	6	
2	4	2	
7	12	5	
7	12	5	
7	12	5	
8	13	6	
6	10	4	
9	15	6	
6	10	4	
6	10	4	
3	6	2	
7	12	5	
11	18	8	
4	7	3	
9	15	6	
0	0	0	
2	4	2	
5	9	4	
4	7	3	
2	4	2	
3	6	2	
1	3	1	
1	3	1	
2	4	2	
5	9	4	
2	4	2	
1	3	1	
1	3	1	
2	4	2	
3	6	2	
2	4	2	
4	7	3	
3	6	2	
2	4	2	
5	9	4	
2	4	2	

0	0	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	1	0	
0	0	0	
0	1	0	
2	4	2	
1	3	1	
0	1	0	
1	3	1	
0	1	0	
0	1	0	
0	1	0	
2	4	2	
1	3	1	
0	1	0	
0	1	0	
1	3	1	
1	3	1	
0	1	0	
2	4	2	
1	3	1	
0	1	0	
2	4	2	
0	1	0	

]

EmployeeAvailability: [
1 1 1 1 1 0 1 1 1 1 1 1 0 1 
1 0 1 1 1 1 0 1 1 1 1 1 1 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 0 1 1 1 0 1 1 0 1 1 1 0 
1 1 1 0 1 1 1 1 1 1 0 1 1 1 
1 0 1 1 1 0 1 1 0 1 1 1 0 1 
0 1 1 1 0 1 0 0 1 1 1 0 1 0 
1 1 1 0 1 1 1 1 1 1 0 1 1 1 
1 1 1 0 1 1 0 1 1 1 0 1 1 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 0 0 0 1 1 1 1 0 0 0 1 1 
1 1 1 1 1 1 0 1 1 1 1 1 1 0 
0 1 1 0 1 1 1 0 1 1 0 1 1 1 
1 1 0 1 1 1 0 1 1 0 1 1 1 0 
1 1 1 1 1 0 1 1 1 1 1 1 0 1 
0 1 0 1 0 1 1 1 1 0 1 0 1 1 
1 0 0 1 1 1 0 1 0 0 1 1 1 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 0 1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 0 1 1 1 1 1 1 0 
1 1 1 1 0 0 1 1 1 1 1 0 0 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 1 0 0 1 1 1 0 1 0 0 1 1 
1 1 1 0 1 1 1 1 1 1 0 1 1 1 
1 1 0 1 1 1 1 1 1 0 1 1 1 1 
1 1 1 1 0 1 1 1 1 1 1 0 1 1 
0 1 1 1 1 1 0 0 1 1 1 1 1 0 
1 1 1 0 0 0 1 1 1 1 0 0 1 1 
1 1 1 1 0 1 1 1 1 1 1 0 1 1 
]

EmployeeWantedInStint: [ (10 14) 1 (17 7) 1 (18 10) 1 (21 9) 1 (24 1) 1 (24 12) 1 (26 5) 1 (26 14) 1 (29 10) 1 ]

EmployeeWantedViolationCost: [ (10 14) 14000 (17 7) 9000 (18 10) 13000 (21 9) 14000 (24 1) 6000 (24 12) 5000 (26 5) 6000 (26 14) 6000 (29 10) 9000 ]

EmployeesThatShouldNotWorkTogetherWithEmployee: [
[ 15 ]
[ ]
[ 25 ]
[ 7 ]
[ ]
[ 9 18 26 ]
[ 27 ]
[ 24 ]
[ 12 ]
[ 13 17 ]
[ 20 ]
[ 15 ]
[ 18 ]
[ ]
[ ]
