nEmployees: 30
nSkills: 2
nProjects: 2
nDays: 90
nActivities: 42
nEquipmentTypes: 7
nStints: 14
nMaxModes: 2
nStintCliques: 6

EmployeeInStintCost: [
29556 29556 29556 29556 29556 28926 13740 34204 34204 34204 34204 34204 33574 16612 
30156 30156 30156 30156 30156 29496 13890 34804 34804 34804 34804 34804 34144 16762 
30588 30588 30588 30588 30588 29934 14412 34388 34388 34388 34388 34388 33734 16436 
30236 30236 30236 30236 30236 29648 15050 31812 31812 31812 31812 31812 31224 14850 
29828 29828 29828 29828 29828 29228 14462 32700 32700 32700 32700 32700 32100 15558 
11880 11880 11880 11880 11880 11286 2970 37660 37660 37660 37660 37660 37066 20608 
29420 29420 29420 29420 29420 28760 13154 42460 42460 42460 42460 42460 41800 24418 
34468 34468 34468 34468 34468 33856 18922 12240 12240 12240 12240 12240 11628 3060 
32044 32044 32044 32044 32044 31372 15598 33732 33732 33732 33732 33732 33060 15510 
30348 30348 30348 30348 30348 29700 14262 34532 34532 34532 34532 34532 33884 16670 
32724 32724 32724 32724 32724 32130 17448 31700 31700 31700 31700 31700 31106 14648 
30060 30060 30060 30060 30060 29418 14064 34188 34188 34188 34188 34188 33546 16416 
33444 33444 33444 33444 33444 32820 17718 31556 31556 31556 31556 31556 30932 14054 
29588 29588 29588 29588 29588 28898 12872 36532 36532 36532 36532 36532 35842 18040 
33420 33420 33420 33420 33420 32820 18054 30724 30724 30724 30724 30724 30124 13582 
13080 13080 13080 13080 13080 12426 3270 38860 38860 38860 38860 38860 38206 20908 
30228 30228 30228 30228 30228 29592 14322 34028 34028 34028 34028 34028 33392 16346 
35436 35436 35436 35436 35436 34848 20250 29732 29732 29732 29732 29732 29144 12770 
30020 30020 30020 30020 30020 29330 13304 43060 43060 43060 43060 43060 42370 24568 
36876 36876 36876 36876 36876 36216 20610 31172 31172 31172 31172 31172 30512 13130 
35068 35068 35068 35068 35068 34426 19072 12840 12840 12840 12840 12840 12198 3210 
30900 30900 30900 30900 30900 30216 14274 35028 35028 35028 35028 35028 34344 16626 
30020 30020 30020 30020 30020 29330 13304 43060 43060 43060 43060 43060 42370 24568 
28628 28628 28628 28628 28628 27986 12632 35572 35572 35572 35572 35572 34930 17800 
36028 36028 36028 36028 36028 35338 19312 13800 13800 13800 13800 13800 13110 3450 
15480 15480 15480 15480 15480 14862 6210 38748 38748 38748 38748 38748 38130 21336 
28596 28596 28596 28596 28596 28014 13500 33244 33244 33244 33244 33244 32662 16372 
30540 30540 30540 30540 30540 29874 14184 34668 34668 34668 34668 34668 34002 16536 
27692 27692 27692 27692 27692 27032 11426 37684 37684 37684 37684 37684 37024 19642 
36036 36036 36036 36036 36036 35418 20400 30332 30332 30332 30332 30332 29714 12920 
]

ExternalWorkerWithSkillOnStintCost: [
28800 29664 43128 41904 29952 35136 21024 31680 30024 33408 35280 42984 35064 17784 
38448 39096 32184 39456 33408 31536 19800 35208 42768 29160 29880 38016 41904 15948 
]

OverlappingStints: [
[ 2 8 9 ]
[ 3 8 9 10 ]
[ 4 9 10 11 ]
[ 5 10 11 12 ]
[ 6 11 12 13 ]
[ 7 12 13 14 ]
[ 13 14 ]
[ 9 ]
[ 10 ]
[ 11 ]
[ 12 ]
[ 13 ]
[ 14 ]
[ ]
]

EmployeesWithSkill: [
[ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ]
[ 1 3 4 6 7 10 11 14 16 18 19 20 21 22 23 25 27 28 29 ]
]

SkillDemandInActivityWithMode: [
0	1	
1	3	
4	7	
6	10	
2	4	
3	6	
3	6	
5	9	
5	9	
6	10	
2	4	
4	7	
5	9	
5	9	
5	9	
5	9	
5	9	
4	7	
4	7	
0	1	
1	3	
4	7	
7	12	
2	4	
9	15	
9	15	
8	13	
3	6	
6	10	
3	6	
2	4	
3	6	
6	10	
7	12	
9	15	
5	9	
9	15	
9	15	
7	12	
3	6	
7	12	
5	9	

0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
0	1	
3	6	
5	9	
1	3	
7	12	
7	12	
6	10	
2	4	
5	9	
2	4	
1	3	
2	4	
5	9	
5	9	
7	12	
4	7	
7	12	
7	12	
5	9	
1	3	
6	10	
4	7	

]

EmployeeAvailability: [
1 1 1 1 1 0 1 1 1 1 1 1 0 1 
1 0 0 1 1 1 1 1 0 0 1 1 1 1 
1 1 1 0 1 0 1 1 1 1 0 1 0 1 
1 0 1 1 0 1 1 1 0 1 1 0 1 1 
1 1 0 1 0 1 1 1 1 0 1 0 1 1 
1 1 1 0 1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 0 1 1 1 1 1 1 0 1 
1 1 1 1 1 1 0 1 1 1 1 1 1 0 
1 1 1 1 0 1 1 1 1 1 1 0 1 1 
0 0 1 1 1 1 1 0 0 1 1 1 1 1 
0 0 1 1 1 1 1 0 0 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 0 1 1 1 1 1 1 0 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 1 1 1 1 0 1 0 1 1 1 1 0 
1 1 0 1 0 1 1 1 1 0 1 0 1 1 
1 1 1 0 1 0 1 1 1 1 0 1 0 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 0 1 1 1 1 1 0 0 1 1 1 1 
1 1 1 0 1 1 1 1 1 1 0 1 1 1 
0 1 1 0 1 0 1 0 1 1 0 1 0 1 
0 1 1 1 1 1 1 0 1 1 1 1 1 1 
1 1 1 1 0 1 0 1 1 1 1 0 1 0 
1 1 1 1 1 0 1 1 1 1 1 1 0 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 0 1 1 1 1 1 1 0 1 1 
1 0 1 1 1 0 1 1 0 1 1 1 0 1 
1 1 1 1 1 1 0 1 1 1 1 1 1 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
]

EmployeeWantedInStint: [ (5 7) 1 (7 10) 1 (18 9) 1 (24 3) 1 (26 6) 1 (28 10) 1 ]

EmployeeWantedViolationCost: [ (5 7) 15000 (7 10) 9000 (18 9) 10000 (24 3) 12000 (26 6) 8000 (28 10) 15000 ]

EmployeesThatShouldNotWorkTogetherWithEmployee: [
[ ]
[ 10 ]
[ 5 16 ]
[ ]
[ ]
[ 16 23 ]
[ 14 ]
[ 26 ]
[ 13 17 19 ]
[ 25 ]
[ ]
[ ]
[ 20 24 28 ]
[ ]
[ 24 25 ]
[ 19 30 ]
[ 18 ]
[ ]
[ ]
[ ]
[ ]
[ ]
[ ]
[ ]
[ ]
[ ]
[ 28 ]
[ ]
[ ]
[ ]
]

ShouldNotWorkTogetherCost: [ (2 10) 297 (3 5) 198 (3 16) 99 (6 16) 99 (6 23) 99 (7 14) 198 (8 26) 99 (9 13) 99 (9 17) 198 (9 19) 198 (10 25) 99 (13 20) 198 (13 24) 297 (13 28) 198 (15 24) 297 (15 25) 396 (16 19) 396 (16 30) 99 (17 18) 99 (27 28) 99 ]

ImmediatePredecessorsToActivity: [
[ ]
[ 1 ]
[ 1 ]
[ 3 ]
[ 1 ]
[ 1 ]
[ 4 ]
[ 4 ]
[ 7 8 ]
[ 4 6 ]
[ 8 10 ]
[ 7 8 ]
[ 3 6 8 ]
[ 9 13 ]
[ 5 ]
[ 9 12 ]
[ 9 11 12 ]
[ 10 15 ]
[ 10 ]
[ ]
[ 20 ]
[ 20 ]
[ 22 ]
[ 20 ]
[ 24 ]
[ 20 ]
[ 23 26 ]
[ 27 ]
[ 24 ]
[ 23 ]
[ 20 ]
[ 26 ]
[ 24 ]
[ 23 29 31 ]
[ 24 26 ]
[ 23 32 ]
[ 22 32 35 ]
[ 30 ]
[ 25 31 33 35 38 ]
[ 32 ]
[ 29 31 38 ]
[ 25 27 32 ]
]

ActivitiesInProject: [
[ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 ]
[ 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 ]
]

nActivityModes: [ 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ]

ActivitiyDurationWithMode: [
1	1	
41	28	
8	6	
5	4	
21	14	
11	8	
11	8	
6	4	
7	5	
5	4	
18	12	
9	6	
6	4	
7	5	
7	5	
6	4	
6	4	
8	6	
8	6	
1	1	
54	36	
14	10	
8	6	
36	24	
6	4	
6	4	
7	5	
21	14	
9	6	
18	12	
35	24	
20	14	
9	6	
8	6	
6	4	
11	8	
6	4	
6	4	
8	6	
23	16	
7	5	
10	7	
]
StintsInProject: [
[ 1 2 3 4 5 6 7 ]
[ 8 9 10 11 12 13 14 ]
]

WorkingStintsOnDay: [
[ 1 8 ]
[ 1 8 ]
[ 1 8 ]
[ 1 8 ]
[ 1 8 ]
[ 1 8 ]
[ 1 8 ]
[ 1 8 ]
[ 1 8 ]
[ 1 8 ]
[ 1 8 ]
[ 1 8 ]
[ ]
[ ]
[ 2 9 ]
[ 2 9 ]
[ 2 9 ]
[ 2 9 ]
[ 2 9 ]
[ 2 9 ]
[ 2 9 ]
[ 2 9 ]
[ 2 9 ]
[ 2 9 ]
[ 2 9 ]
[ 2 9 ]
[ ]
[ ]
[ 3 10 ]
[ 3 10 ]
[ 3 10 ]
[ 3 10 ]
[ 3 10 ]
[ 3 10 ]
[ 3 10 ]
[ 3 10 ]
[ 3 10 ]
[ 3 10 ]
[ 3 10 ]
[ 3 10 ]
[ ]
[ ]
[ 4 11 ]
[ 4 11 ]
[ 4 11 ]
[ 4 11 ]
[ 4 11 ]
[ 4 11 ]
[ 4 11 ]
[ 4 11 ]
[ 4 11 ]
[ 4 11 ]
[ 4 11 ]
[ 4 11 ]
[ ]
[ ]
[ 5 12 ]
[ 5 12 ]
[ 5 12 ]
[ 5 12 ]
[ 5 12 ]
[ 5 12 ]
[ 5 12 ]
[ 5 12 ]
[ 5 12 ]
[ 5 12 ]
[ 5 12 ]
[ 5 12 ]
[ ]
[ ]
[ 6 13 ]
[ 6 13 ]
[ 6 13 ]
[ 6 13 ]
[ 6 13 ]
[ 6 13 ]
[ 6 13 ]
[ 6 13 ]
