nEmployees: 30
nSkills: 2
nProjects: 2
nDays: 90
nActivities: 47
nEquipmentTypes: 4
nStints: 14
nMaxModes: 3
nStintCliques: 6

EmployeeInStintCost: [
46144 46144 46144 46144 46144 40672 20136 38512 38512 38512 38512 38512 33040 14008 
46590 46590 46590 46590 46590 41742 22298 39230 39230 39230 39230 39230 34382 16442 
43726 43726 43726 43726 43726 39070 19962 35966 35966 35966 35966 35966 31310 13706 
46928 46928 46928 46928 46928 41648 21448 39816 39816 39816 39816 39816 34536 15840 
46220 46220 46220 46220 46220 41228 21532 39564 39564 39564 39564 39564 34572 16380 
44984 44984 44984 44984 44984 40280 21088 37872 37872 37872 37872 37872 33168 15480 
43876 43876 43876 43876 43876 38692 18660 36052 36052 36052 36052 36052 30868 12340 
44200 44200 44200 44200 44200 38920 18720 36376 36376 36376 36376 36376 31096 12400 
16848 16848 16848 16848 16848 11856 3120 38868 38868 38868 38868 38868 33876 15684 
39934 39934 39934 39934 39934 34510 14058 38070 38070 38070 38070 38070 32646 13698 
45674 45674 45674 45674 45674 40730 21118 38594 38594 38594 38594 38594 33650 15542 
45572 45572 45572 45572 45572 40772 21412 38916 38916 38916 38916 38916 34116 16260 
40388 40388 40388 40388 40388 35012 14644 37428 37428 37428 37428 37428 32052 13188 
44038 44038 44038 44038 44038 38806 18690 36214 36214 36214 36214 36214 30982 12370 
48534 48534 48534 48534 48534 43110 22658 41174 41174 41174 41174 41174 35750 16802 
48174 48174 48174 48174 48174 43518 24410 40734 40734 40734 40734 40734 36078 18474 
43228 43228 43228 43228 43228 38236 18540 35404 35404 35404 35404 35404 30412 12220 
44200 44200 44200 44200 44200 38920 18720 36376 36376 36376 36376 36376 31096 12400 
16686 16686 16686 16686 16686 11742 3090 38706 38706 38706 38706 38706 33762 15654 
43714 43714 43714 43714 43714 38962 19686 36082 36082 36082 36082 36082 31330 13558 
44864 44864 44864 44864 44864 40160 20968 37784 37784 37784 37784 37784 33080 15392 
45982 45982 45982 45982 45982 40558 20106 38350 38350 38350 38350 38350 32926 13978 
49406 49406 49406 49406 49406 43982 23530 42022 42022 42022 42022 42022 36598 17650 
48660 48660 48660 48660 48660 43860 24500 41220 41220 41220 41220 41220 36420 18564 
37158 37158 37158 37158 37158 32502 13394 38134 38134 38134 38134 38134 33478 15874 
41176 41176 41176 41176 41176 36280 16752 16524 16524 16524 16524 16524 11628 3060 
42418 42418 42418 42418 42418 37666 18390 34594 34594 34594 34594 34594 29842 12070 
48696 48696 48696 48696 48696 43224 22688 41336 41336 41336 41336 41336 35864 16832 
47738 47738 47738 47738 47738 42218 21598 40626 40626 40626 40626 40626 35106 15990 
50604 50604 50604 50604 50604 45228 24860 43164 43164 43164 43164 43164 37788 18924 
]

ExternalWorkerWithSkillOnStintCost: [
41916 35112 40068 48720 36792 42168 17748 38388 36204 38220 38976 42336 42672 19584 
48804 40572 40404 34944 34776 38640 16668 41832 40908 43848 48048 50064 44688 17532 
]

OverlappingStints: [
[ 2 8 9 ]
[ 3 8 9 10 ]
[ 4 9 10 11 ]
[ 5 10 11 12 ]
[ 6 11 12 13 ]
[ 7 12 13 14 ]
[ 13 14 ]
[ 9 ]
[ 10 ]
[ 11 ]
[ 12 ]
[ 13 ]
[ 14 ]
[ ]
]

EmployeesWithSkill: [
[ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ]
[ 1 3 4 5 6 7 9 11 12 13 14 15 16 17 19 23 24 27 28 29 ]
]

SkillDemandInActivityWithMode: [
0	0	0	
1	3	1	
1	3	1	
1	3	1	
1	3	1	
2	4	2	
2	4	2	
2	4	2	
2	4	2	
2	4	2	
2	4	2	
2	4	2	
1	3	1	
1	3	1	
1	3	1	
1	3	1	
1	3	1	
1	3	1	
1	3	1	
1	3	1	
2	4	2	
0	0	0	
5	9	4	
8	13	6	
5	9	4	
3	6	2	
8	13	6	
3	6	2	
7	12	5	
2	4	2	
4	7	3	
3	6	2	
7	12	5	
8	13	6	
1	3	1	
2	4	2	
6	10	4	
6	10	4	
4	7	3	
9	15	6	
1	3	1	
3	6	2	
7	12	5	
2	4	2	
1	3	1	
1	3	1	
2	4	2	

0	0	0	
0	1	0	
2	4	2	
2	4	2	
1	3	1	
3	6	2	
3	6	2	
2	4	2	
3	6	2	
2	4	2	
2	4	2	
3	6	2	
1	3	1	
1	3	1	
1	3	1	
2	4	2	
1	3	1	
0	1	0	
0	1	0	
2	4	2	
2	4	2	
0	0	0	
1	3	1	
3	6	2	
2	4	2	
1	3	1	
3	6	2	
1	3	1	
2	4	2	
0	1	0	
1	3	1	
1	3	1	
2	4	2	
3	6	2	
0	1	0	
0	1	0	
2	4	2	
2	4	2	
1	3	1	
3	6	2	
0	1	0	
1	3	1	
2	4	2	
0	1	0	
0	1	0	
0	1	0	
0	1	0	

]

EmployeeAvailability: [
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 1 1 1 0 1 0 0 1 1 1 0 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 0 0 0 1 1 1 1 
1 1 1 1 1 0 1 1 1 1 1 1 0 1 
0 1 1 1 0 1 1 0 1 1 1 0 1 1 
1 0 0 1 1 1 1 1 0 0 1 1 1 1 
1 1 1 0 1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 0 1 1 1 1 1 1 0 1 
1 1 0 1 1 1 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 1 0 0 1 1 1 0 1 0 0 1 1 
1 1 0 1 1 1 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 0 1 1 1 0 1 1 0 1 1 1 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 0 1 1 1 1 1 1 0 1 
1 0 0 1 1 1 1 1 0 0 1 1 1 1 
0 0 0 1 1 1 1 0 0 0 1 1 1 1 
1 1 0 1 1 1 0 1 1 0 1 1 1 0 
1 0 1 1 0 1 1 1 0 1 1 0 1 1 
0 1 1 1 1 1 1 0 1 1 1 1 1 1 
0 1 1 1 1 0 0 0 1 1 1 1 0 0 
1 1 1 1 0 1 1 1 1 1 1 0 1 1 
1 1 0 1 1 1 1 1 1 0 1 1 1 1 
1 1 1 1 1 0 0 1 1 1 1 1 0 0 
0 1 1 0 1 1 1 0 1 1 0 1 1 1 
]

EmployeeWantedInStint: [ (7 2) 1 (12 7) 1 (13 6) 1 (17 1) 1 (19 12) 1 (23 2) 1 (25 4) 1 (29 10) 1 (30 2) 1 ]

EmployeeWantedViolationCost: [ (7 2) 5000 (12 7) 12000 (13 6) 8000 (17 1) 14000 (19 12) 11000 (23 2) 12000 (25 4) 7000 (29 10) 12000 (30 2) 9000 ]

EmployeesThatShouldNotWorkTogetherWithEmployee: [
[ 13 ]
[ 25 ]
[ 5 17 ]
